trackid,albumid,discnumber,durationms,explicit,href,isplayable,name,previewurl,tracknumber,type,uri
7ff10TZ58RK7f2m8sDWN9l,72zMbKQrTwm8SXFPzAn870,1,235613,False,https://api.spotify.com/v1/tracks/7ff10TZ58RK7f2m8sDWN9l,False,上を向いて歩こう,,6,Track,spotify:track:7ff10TZ58RK7f2m8sDWN9l
6idac5n2JfeXjFZQyJ5ekY,72zMbKQrTwm8SXFPzAn870,1,254906,False,https://api.spotify.com/v1/tracks/6idac5n2JfeXjFZQyJ5ekY,False,Show me what you’ve got,,7,Track,spotify:track:6idac5n2JfeXjFZQyJ5ekY
2UE9I1H8z3QHxISxH7cJnC,72zMbKQrTwm8SXFPzAn870,1,291000,False,https://api.spotify.com/v1/tracks/2UE9I1H8z3QHxISxH7cJnC,False,同じ願いで duet with 真崎ゆか,,8,Track,spotify:track:2UE9I1H8z3QHxISxH7cJnC
107IaM17d7bCrQX8m1Btn3,72zMbKQrTwm8SXFPzAn870,1,261000,False,https://api.spotify.com/v1/tracks/107IaM17d7bCrQX8m1Btn3,False,片想い duet with JAMOSA,,9,Track,spotify:track:107IaM17d7bCrQX8m1Btn3
6DZmMAEWUtArSIgUToHXdU,72zMbKQrTwm8SXFPzAn870,1,283453,False,https://api.spotify.com/v1/tracks/6DZmMAEWUtArSIgUToHXdU,False,Your Love,,10,Track,spotify:track:6DZmMAEWUtArSIgUToHXdU
1OTTAFRnezLw8IVuiMgJ34,72zMbKQrTwm8SXFPzAn870,1,292066,False,https://api.spotify.com/v1/tracks/1OTTAFRnezLw8IVuiMgJ34,False,君じゃなきゃ duet with 安田奈央,,11,Track,spotify:track:1OTTAFRnezLw8IVuiMgJ34
0olFoF2r6uEdWDgolWp6rT,72zMbKQrTwm8SXFPzAn870,1,305106,False,https://api.spotify.com/v1/tracks/0olFoF2r6uEdWDgolWp6rT,False,I’m in love,,12,Track,spotify:track:0olFoF2r6uEdWDgolWp6rT
04W5lhgwHV0Q0V93giinmP,72zMbKQrTwm8SXFPzAn870,1,262160,False,https://api.spotify.com/v1/tracks/04W5lhgwHV0Q0V93giinmP,False,I will be there duet with Azumi,,13,Track,spotify:track:04W5lhgwHV0Q0V93giinmP
5xGxaGVxytlmoJLSnHRZi2,7049nv5T44ySYdQew5lJ3I,1,32613,False,https://api.spotify.com/v1/tracks/5xGxaGVxytlmoJLSnHRZi2,False,Prologue,,1,Track,spotify:track:5xGxaGVxytlmoJLSnHRZi2
1EEJi55kr4V44pOb22vldr,7049nv5T44ySYdQew5lJ3I,1,269973,False,https://api.spotify.com/v1/tracks/1EEJi55kr4V44pOb22vldr,False,いとしすぎて,,2,Track,spotify:track:1EEJi55kr4V44pOb22vldr
036fe0M4HIgRmvA4KXzIDz,7049nv5T44ySYdQew5lJ3I,1,265866,False,https://api.spotify.com/v1/tracks/036fe0M4HIgRmvA4KXzIDz,False,君に言えなかった想い duet with May J．,,3,Track,spotify:track:036fe0M4HIgRmvA4KXzIDz
1Jn0NSiX6KVNF3v8lj9ItN,7049nv5T44ySYdQew5lJ3I,1,278200,False,https://api.spotify.com/v1/tracks/1Jn0NSiX6KVNF3v8lj9ItN,False,You can fly,,4,Track,spotify:track:1Jn0NSiX6KVNF3v8lj9ItN
1cW1FBBQWn7qAvEPjAyW9d,7049nv5T44ySYdQew5lJ3I,1,239493,False,https://api.spotify.com/v1/tracks/1cW1FBBQWn7qAvEPjAyW9d,False,Time after time duet with NOKKO,,5,Track,spotify:track:1cW1FBBQWn7qAvEPjAyW9d
3e95w8IJhcIu1EJxEVi5qL,7049nv5T44ySYdQew5lJ3I,1,306360,False,https://api.spotify.com/v1/tracks/3e95w8IJhcIu1EJxEVi5qL,False,叶わない恋でも・・・ duet with 滴草由実,,6,Track,spotify:track:3e95w8IJhcIu1EJxEVi5qL
6avUi7cQANNJQ80IqqHQ89,7049nv5T44ySYdQew5lJ3I,1,428720,False,https://api.spotify.com/v1/tracks/6avUi7cQANNJQ80IqqHQ89,False,Everything,,7,Track,spotify:track:6avUi7cQANNJQ80IqqHQ89
412i1yfAqcu6sa5V02KuZx,7049nv5T44ySYdQew5lJ3I,1,81360,False,https://api.spotify.com/v1/tracks/412i1yfAqcu6sa5V02KuZx,False,Epilogue,,8,Track,spotify:track:412i1yfAqcu6sa5V02KuZx
3lXcq8fa9UxLav5PpX8Mme,0yAIdfcwpn7FZUX2jMWUDe,1,266533,False,https://api.spotify.com/v1/tracks/3lXcq8fa9UxLav5PpX8Mme,False,どんなに離れても,,1,Track,spotify:track:3lXcq8fa9UxLav5PpX8Mme
4l8odTFe7cQtaY8M9MWHQx,0yAIdfcwpn7FZUX2jMWUDe,1,254493,False,https://api.spotify.com/v1/tracks/4l8odTFe7cQtaY8M9MWHQx,False,By your side,,2,Track,spotify:track:4l8odTFe7cQtaY8M9MWHQx
0p84fqneILGI0ljT2kQx4o,0yAIdfcwpn7FZUX2jMWUDe,1,270253,False,https://api.spotify.com/v1/tracks/0p84fqneILGI0ljT2kQx4o,False,いとしすぎて,,3,Track,spotify:track:0p84fqneILGI0ljT2kQx4o
6m9VVXmbISQGBJKGUSuckq,0yAIdfcwpn7FZUX2jMWUDe,1,309253,False,https://api.spotify.com/v1/tracks/6m9VVXmbISQGBJKGUSuckq,False,誰よりも duet with 菅原紗由理,,4,Track,spotify:track:6m9VVXmbISQGBJKGUSuckq
30eMlyqPvY865WD6AThkBC,0yAIdfcwpn7FZUX2jMWUDe,1,234106,False,https://api.spotify.com/v1/tracks/30eMlyqPvY865WD6AThkBC,False,No，No，No,,5,Track,spotify:track:30eMlyqPvY865WD6AThkBC
4eYQjWMQ3KK60eXodLZkfe,0yAIdfcwpn7FZUX2jMWUDe,1,230880,False,https://api.spotify.com/v1/tracks/4eYQjWMQ3KK60eXodLZkfe,False,きっと、ずっと duet with MAY’S,,6,Track,spotify:track:4eYQjWMQ3KK60eXodLZkfe
3LLPDklRT95GDxA7IG5zWv,0yAIdfcwpn7FZUX2jMWUDe,1,252280,False,https://api.spotify.com/v1/tracks/3LLPDklRT95GDxA7IG5zWv,False,Where is the love duet with Sowelu,,7,Track,spotify:track:3LLPDklRT95GDxA7IG5zWv
4qt805GQFmayyQmx1ib8dL,0yAIdfcwpn7FZUX2jMWUDe,1,285453,False,https://api.spotify.com/v1/tracks/4qt805GQFmayyQmx1ib8dL,False,Story,,8,Track,spotify:track:4qt805GQFmayyQmx1ib8dL
3RSxm4nku8hmgpqdWjSB7C,0yAIdfcwpn7FZUX2jMWUDe,1,265546,False,https://api.spotify.com/v1/tracks/3RSxm4nku8hmgpqdWjSB7C,False,君に言えなかった想い duet with May J．,,9,Track,spotify:track:3RSxm4nku8hmgpqdWjSB7C
7b0sdgFHAmjzFXotSfQ2w4,0yAIdfcwpn7FZUX2jMWUDe,1,263440,False,https://api.spotify.com/v1/tracks/7b0sdgFHAmjzFXotSfQ2w4,False,また出逢えたなら・・・duet with HanaH,,10,Track,spotify:track:7b0sdgFHAmjzFXotSfQ2w4
4OB98RBUzpK2HIYcFXNQZI,0yAIdfcwpn7FZUX2jMWUDe,1,264480,False,https://api.spotify.com/v1/tracks/4OB98RBUzpK2HIYcFXNQZI,False,You’ll be alright,,11,Track,spotify:track:4OB98RBUzpK2HIYcFXNQZI
0rOGWkv3dRRlJt7pzB0JLP,4sN72lrSpsEHClU7TQds1R,1,516840,False,https://api.spotify.com/v1/tracks/0rOGWkv3dRRlJt7pzB0JLP,False,"Concerto in A Minor for Flute, Violin, Harpsichord, Strings and Continuo, BWV 1044: I. Allegro",,11,Track,spotify:track:0rOGWkv3dRRlJt7pzB0JLP
52dm8b6NE5B38Ukxz7vrYw,0yAIdfcwpn7FZUX2jMWUDe,1,12893,False,https://api.spotify.com/v1/tracks/52dm8b6NE5B38Ukxz7vrYw,False,Intro to Song of love,,13,Track,spotify:track:52dm8b6NE5B38Ukxz7vrYw
7EvIZVYxNZb4mgfu4dFnmf,0yAIdfcwpn7FZUX2jMWUDe,1,300186,False,https://api.spotify.com/v1/tracks/7EvIZVYxNZb4mgfu4dFnmf,False,Song of love duet with 中嶋ユキノ,,14,Track,spotify:track:7EvIZVYxNZb4mgfu4dFnmf
0nWqCuBy8q4AnVPJ0t2F0d,36jKHuyF1AR7FUqumhNhng,1,158897,True,https://api.spotify.com/v1/tracks/0nWqCuBy8q4AnVPJ0t2F0d,False,I'm Hustling,,1,Track,spotify:track:0nWqCuBy8q4AnVPJ0t2F0d
2x5PBsXxJViGq5pQRXvIdP,4CXIa81gwoVjH4xSGZC3U2,1,100619,True,https://api.spotify.com/v1/tracks/2x5PBsXxJViGq5pQRXvIdP,False,Thuggin,,1,Track,spotify:track:2x5PBsXxJViGq5pQRXvIdP
0sSaHDIkrWHHcmNeGJmdRj,0P0MU0VWFuaJt5fKrhrHov,1,113934,False,https://api.spotify.com/v1/tracks/0sSaHDIkrWHHcmNeGJmdRj,False,ซั่วกว่าหมา Pt.3 (feat. KG & GST),,1,Track,spotify:track:0sSaHDIkrWHHcmNeGJmdRj
2g0JDgSSjderK4U3oH2GuU,5ja3SE2hnM7JOe3FyXVwUI,1,171824,True,https://api.spotify.com/v1/tracks/2g0JDgSSjderK4U3oH2GuU,False,Everything In,,1,Track,spotify:track:2g0JDgSSjderK4U3oH2GuU
7vbDI7MD0vkAwr3lBkD1Pw,091iN102zmJJZsnyW1Xphj,1,93931,True,https://api.spotify.com/v1/tracks/7vbDI7MD0vkAwr3lBkD1Pw,False,skit,,1,Track,spotify:track:7vbDI7MD0vkAwr3lBkD1Pw
2tFMIJY6BDY12R9ERuoBgE,091iN102zmJJZsnyW1Xphj,1,197379,True,https://api.spotify.com/v1/tracks/2tFMIJY6BDY12R9ERuoBgE,False,DAMN,,2,Track,spotify:track:2tFMIJY6BDY12R9ERuoBgE
5zktGCQFpLTD8Sq8g1KSPj,091iN102zmJJZsnyW1Xphj,1,164689,True,https://api.spotify.com/v1/tracks/5zktGCQFpLTD8Sq8g1KSPj,False,5398spit (feat. NAGAHIDE),,3,Track,spotify:track:5zktGCQFpLTD8Sq8g1KSPj
2eqzN3bXDxiBADrC2qd2Fr,53QuJMRUtZDeOvuAvTl0uU,1,170978,True,https://api.spotify.com/v1/tracks/2eqzN3bXDxiBADrC2qd2Fr,False,Interstate Trappin,,1,Track,spotify:track:2eqzN3bXDxiBADrC2qd2Fr
22YrPO1afH43XN0wyiQ9VX,1HyOV76rCBQtBy6iegBZg7,1,251643,False,https://api.spotify.com/v1/tracks/22YrPO1afH43XN0wyiQ9VX,False,Show Me The Way,,1,Track,spotify:track:22YrPO1afH43XN0wyiQ9VX
6naMU89Q0BCKl7eWzC9aGy,7LSy0IfznrMUsvbF9iRvDd,1,167836,True,https://api.spotify.com/v1/tracks/6naMU89Q0BCKl7eWzC9aGy,False,What She Won't Do,,1,Track,spotify:track:6naMU89Q0BCKl7eWzC9aGy
51lYI6JhUzTSamjIk1PJPw,3kkIid5GI6i9YcT9Zwd8Lm,1,99925,True,https://api.spotify.com/v1/tracks/51lYI6JhUzTSamjIk1PJPw,False,ALL Blues,,1,Track,spotify:track:51lYI6JhUzTSamjIk1PJPw
59rCsr0sLy3qkfjC4wiQmZ,6ohldeqM6PWDBd4pr2CmDS,1,32400,False,https://api.spotify.com/v1/tracks/59rCsr0sLy3qkfjC4wiQmZ,False,O Straßburg,,1,Track,spotify:track:59rCsr0sLy3qkfjC4wiQmZ
2ULOvWA3ToYpI2i2VRHuAw,6ohldeqM6PWDBd4pr2CmDS,1,160500,False,https://api.spotify.com/v1/tracks/2ULOvWA3ToYpI2i2VRHuAw,False,Jesus weint Blut,,2,Track,spotify:track:2ULOvWA3ToYpI2i2VRHuAw
5gx3FI5xXsKSuM7NXR23AC,6ohldeqM6PWDBd4pr2CmDS,1,216000,False,https://api.spotify.com/v1/tracks/5gx3FI5xXsKSuM7NXR23AC,False,Al Bintou Fi Al Maktabi,,4,Track,spotify:track:5gx3FI5xXsKSuM7NXR23AC
06t1zUzwkKS4j0BbeHD0Uh,6ohldeqM6PWDBd4pr2CmDS,1,80270,False,https://api.spotify.com/v1/tracks/06t1zUzwkKS4j0BbeHD0Uh,False,Ohne dich,,5,Track,spotify:track:06t1zUzwkKS4j0BbeHD0Uh
3FcUh6guA9APS1kEX18RFc,6ohldeqM6PWDBd4pr2CmDS,1,223846,False,https://api.spotify.com/v1/tracks/3FcUh6guA9APS1kEX18RFc,False,Mülhausen im Elsaß,,6,Track,spotify:track:3FcUh6guA9APS1kEX18RFc
4ykUWuqWIygLTxC0bK88fM,6ohldeqM6PWDBd4pr2CmDS,1,296221,False,https://api.spotify.com/v1/tracks/4ykUWuqWIygLTxC0bK88fM,False,Falscher Schein,,7,Track,spotify:track:4ykUWuqWIygLTxC0bK88fM
59AKAOnSftkKi5enoySKm2,6ohldeqM6PWDBd4pr2CmDS,1,162000,False,https://api.spotify.com/v1/tracks/59AKAOnSftkKi5enoySKm2,False,"Hilfe, Vater !",,8,Track,spotify:track:59AKAOnSftkKi5enoySKm2
2nXIBxDAQFcBJt9ZDFEFyU,6ohldeqM6PWDBd4pr2CmDS,1,62547,False,https://api.spotify.com/v1/tracks/2nXIBxDAQFcBJt9ZDFEFyU,False,Grugru Wins,,9,Track,spotify:track:2nXIBxDAQFcBJt9ZDFEFyU
44yXywIE7AbBxKuUuiDqAq,6ohldeqM6PWDBd4pr2CmDS,1,198666,False,https://api.spotify.com/v1/tracks/44yXywIE7AbBxKuUuiDqAq,False,Liebe als Trauer,,10,Track,spotify:track:44yXywIE7AbBxKuUuiDqAq
5f9bU3Pi5RG3H6Mfljc69G,6ohldeqM6PWDBd4pr2CmDS,1,148282,False,https://api.spotify.com/v1/tracks/5f9bU3Pi5RG3H6Mfljc69G,False,Jacksie Fan,,11,Track,spotify:track:5f9bU3Pi5RG3H6Mfljc69G
76DuYNvrpDgdcR62TD5j97,6ohldeqM6PWDBd4pr2CmDS,1,117435,False,https://api.spotify.com/v1/tracks/76DuYNvrpDgdcR62TD5j97,False,Gestern und Vorgestern,,12,Track,spotify:track:76DuYNvrpDgdcR62TD5j97
1JpOtl3Z3h5NAFHpGoThLf,6ohldeqM6PWDBd4pr2CmDS,1,134767,False,https://api.spotify.com/v1/tracks/1JpOtl3Z3h5NAFHpGoThLf,False,Burak Selman,,13,Track,spotify:track:1JpOtl3Z3h5NAFHpGoThLf
2X7qjdB0EkXZIqgBAQ9Xnh,6ohldeqM6PWDBd4pr2CmDS,1,108873,False,https://api.spotify.com/v1/tracks/2X7qjdB0EkXZIqgBAQ9Xnh,False,Tu n'es pas en sécurité,,14,Track,spotify:track:2X7qjdB0EkXZIqgBAQ9Xnh
0Z10oXwy4qGQ6GpG2sIQYO,6ohldeqM6PWDBd4pr2CmDS,1,254285,False,https://api.spotify.com/v1/tracks/0Z10oXwy4qGQ6GpG2sIQYO,False,Un autre demain,,15,Track,spotify:track:0Z10oXwy4qGQ6GpG2sIQYO
4Ft8jTQLtorJst3Kf8qpdp,6ohldeqM6PWDBd4pr2CmDS,1,218629,False,https://api.spotify.com/v1/tracks/4Ft8jTQLtorJst3Kf8qpdp,False,Kühler Sommer,,16,Track,spotify:track:4Ft8jTQLtorJst3Kf8qpdp
5AXMu13wbDU6NWejELni3q,1COQ0csvOIHUssytKhunfS,1,238213,True,https://api.spotify.com/v1/tracks/5AXMu13wbDU6NWejELni3q,False,Bosses Anthem,,1,Track,spotify:track:5AXMu13wbDU6NWejELni3q
2zCZcvDOVI4espNOqcAlkJ,1COQ0csvOIHUssytKhunfS,1,265493,True,https://api.spotify.com/v1/tracks/2zCZcvDOVI4espNOqcAlkJ,False,This Love,,2,Track,spotify:track:2zCZcvDOVI4espNOqcAlkJ
0lfAchcggKe7NSI025ZE0W,1COQ0csvOIHUssytKhunfS,1,275773,True,https://api.spotify.com/v1/tracks/0lfAchcggKe7NSI025ZE0W,False,Amen,,3,Track,spotify:track:0lfAchcggKe7NSI025ZE0W
6p7kpfOxe6hsDXO0aY1eBM,1COQ0csvOIHUssytKhunfS,1,219840,True,https://api.spotify.com/v1/tracks/6p7kpfOxe6hsDXO0aY1eBM,False,Actin' Like A,,4,Track,spotify:track:6p7kpfOxe6hsDXO0aY1eBM
2Ollgwa87al9g40YPD3rpf,1COQ0csvOIHUssytKhunfS,1,222853,True,https://api.spotify.com/v1/tracks/2Ollgwa87al9g40YPD3rpf,False,Grinding in These Streets,,5,Track,spotify:track:2Ollgwa87al9g40YPD3rpf
0d1ZMTEbI0P9qK8aZqZwVv,1COQ0csvOIHUssytKhunfS,1,224826,True,https://api.spotify.com/v1/tracks/0d1ZMTEbI0P9qK8aZqZwVv,False,Move Your Body,,6,Track,spotify:track:0d1ZMTEbI0P9qK8aZqZwVv
1G9XmD9m3hRMniymPQJN2q,1COQ0csvOIHUssytKhunfS,1,223826,True,https://api.spotify.com/v1/tracks/1G9XmD9m3hRMniymPQJN2q,False,Overdose,,7,Track,spotify:track:1G9XmD9m3hRMniymPQJN2q
1jWas0GXIIz6rRnpzT5fbB,1COQ0csvOIHUssytKhunfS,1,211666,True,https://api.spotify.com/v1/tracks/1jWas0GXIIz6rRnpzT5fbB,False,More Than Friends,,8,Track,spotify:track:1jWas0GXIIz6rRnpzT5fbB
79KF1gxlMPY5JSwG5LVZL8,4N8AYCimMMJr6qGWvfmZfG,1,210354,False,https://api.spotify.com/v1/tracks/79KF1gxlMPY5JSwG5LVZL8,False,Buff & Tuff,,12,Track,spotify:track:79KF1gxlMPY5JSwG5LVZL8
0FVeiWgZlz8KDDKieh7L9x,67ixSheHJ4W8NLFE4bBMGn,1,208927,True,https://api.spotify.com/v1/tracks/0FVeiWgZlz8KDDKieh7L9x,False,Motivation,,1,Track,spotify:track:0FVeiWgZlz8KDDKieh7L9x
0s5tykmAVwktyUKHGV5TIM,1COQ0csvOIHUssytKhunfS,1,319053,True,https://api.spotify.com/v1/tracks/0s5tykmAVwktyUKHGV5TIM,False,Cold,,10,Track,spotify:track:0s5tykmAVwktyUKHGV5TIM
6BRxEZ4HounXSFHb8Xxuxh,1COQ0csvOIHUssytKhunfS,1,232986,True,https://api.spotify.com/v1/tracks/6BRxEZ4HounXSFHb8Xxuxh,False,It's Going Down,,11,Track,spotify:track:6BRxEZ4HounXSFHb8Xxuxh
6GQxyiV6S3GVopJM0ltd6E,1COQ0csvOIHUssytKhunfS,1,227933,True,https://api.spotify.com/v1/tracks/6GQxyiV6S3GVopJM0ltd6E,False,Caliente,,12,Track,spotify:track:6GQxyiV6S3GVopJM0ltd6E
47WVbuPu3z2wJJmozYtONO,1COQ0csvOIHUssytKhunfS,1,256293,True,https://api.spotify.com/v1/tracks/47WVbuPu3z2wJJmozYtONO,False,Never Leave Me Alone,,13,Track,spotify:track:47WVbuPu3z2wJJmozYtONO
0vgQ2oiLCaYi71T3jR6MrT,1COQ0csvOIHUssytKhunfS,1,234733,True,https://api.spotify.com/v1/tracks/0vgQ2oiLCaYi71T3jR6MrT,False,You Can't See Me,,14,Track,spotify:track:0vgQ2oiLCaYi71T3jR6MrT
1F6IPcasZ5hu7bl2vVusF6,1COQ0csvOIHUssytKhunfS,1,261506,True,https://api.spotify.com/v1/tracks/1F6IPcasZ5hu7bl2vVusF6,False,Back in the Day,,15,Track,spotify:track:1F6IPcasZ5hu7bl2vVusF6
4888MNiKzYV8DxjU7dInzt,1COQ0csvOIHUssytKhunfS,1,229586,True,https://api.spotify.com/v1/tracks/4888MNiKzYV8DxjU7dInzt,False,The World Belongs to You,,16,Track,spotify:track:4888MNiKzYV8DxjU7dInzt
4kaFIWZzToEMCqYOm7k51o,1COQ0csvOIHUssytKhunfS,1,229613,True,https://api.spotify.com/v1/tracks/4kaFIWZzToEMCqYOm7k51o,False,From the 970 to the Bay,,17,Track,spotify:track:4kaFIWZzToEMCqYOm7k51o
3X5xUhSrogrlyluxteQ2YS,4FHo6eabvKqzpeQhcFwwVx,1,178311,False,https://api.spotify.com/v1/tracks/3X5xUhSrogrlyluxteQ2YS,False,Sweet,,1,Track,spotify:track:3X5xUhSrogrlyluxteQ2YS
6bGbAiUEx6W1CGRBc6LNac,4FHo6eabvKqzpeQhcFwwVx,1,175360,False,https://api.spotify.com/v1/tracks/6bGbAiUEx6W1CGRBc6LNac,False,Dont Know What To Do,,2,Track,spotify:track:6bGbAiUEx6W1CGRBc6LNac
1rzPaxWNDd9wmMX7Kahqno,4FHo6eabvKqzpeQhcFwwVx,1,188786,False,https://api.spotify.com/v1/tracks/1rzPaxWNDd9wmMX7Kahqno,False,Make You Stay,,3,Track,spotify:track:1rzPaxWNDd9wmMX7Kahqno
5q2Qsd2Nz0kPxlgfhCCYaL,4FHo6eabvKqzpeQhcFwwVx,1,182778,False,https://api.spotify.com/v1/tracks/5q2Qsd2Nz0kPxlgfhCCYaL,False,Close The Door When You Leave,,4,Track,spotify:track:5q2Qsd2Nz0kPxlgfhCCYaL
3aUwfyIJZVCEgf6OmgBIen,4FHo6eabvKqzpeQhcFwwVx,1,349283,False,https://api.spotify.com/v1/tracks/3aUwfyIJZVCEgf6OmgBIen,False,I Know How To Make You Feel Good,,5,Track,spotify:track:3aUwfyIJZVCEgf6OmgBIen
4JeJZvJ64nwm7NOXf50zLi,4FHo6eabvKqzpeQhcFwwVx,1,301662,False,https://api.spotify.com/v1/tracks/4JeJZvJ64nwm7NOXf50zLi,False,Loving You,,6,Track,spotify:track:4JeJZvJ64nwm7NOXf50zLi
1aJWmX2YywUgLMYtWqpKYh,4FHo6eabvKqzpeQhcFwwVx,1,285309,False,https://api.spotify.com/v1/tracks/1aJWmX2YywUgLMYtWqpKYh,False,Deeper I Go,,7,Track,spotify:track:1aJWmX2YywUgLMYtWqpKYh
4NvA7SoYk5oO2HmJGZnBTY,4FHo6eabvKqzpeQhcFwwVx,1,332512,False,https://api.spotify.com/v1/tracks/4NvA7SoYk5oO2HmJGZnBTY,False,Anything You Want,,8,Track,spotify:track:4NvA7SoYk5oO2HmJGZnBTY
7Kqy1G1SCZfBvEY2j9IA6R,4FHo6eabvKqzpeQhcFwwVx,1,202109,False,https://api.spotify.com/v1/tracks/7Kqy1G1SCZfBvEY2j9IA6R,False,Better Off That Way,,9,Track,spotify:track:7Kqy1G1SCZfBvEY2j9IA6R
1g6IW1DKSpqZxwwPBypREF,4SEmAbg6cy4387hat8ZPDi,1,214666,False,https://api.spotify.com/v1/tracks/1g6IW1DKSpqZxwwPBypREF,False,P36,,1,Track,spotify:track:1g6IW1DKSpqZxwwPBypREF
1vZV5RnIF4eklSaMGflTGq,4SEmAbg6cy4387hat8ZPDi,1,106880,False,https://api.spotify.com/v1/tracks/1vZV5RnIF4eklSaMGflTGq,False,Übermorgen,,2,Track,spotify:track:1vZV5RnIF4eklSaMGflTGq
4K6fpKZt7KkAIJqEdvAQ33,4SEmAbg6cy4387hat8ZPDi,1,230893,False,https://api.spotify.com/v1/tracks/4K6fpKZt7KkAIJqEdvAQ33,False,Auswendig,,3,Track,spotify:track:4K6fpKZt7KkAIJqEdvAQ33
04LZAqhpivo1vcQLyHgkw0,4SEmAbg6cy4387hat8ZPDi,1,136240,False,https://api.spotify.com/v1/tracks/04LZAqhpivo1vcQLyHgkw0,False,Nicht ums verrecken,,4,Track,spotify:track:04LZAqhpivo1vcQLyHgkw0
79bsekRL0Lz6OUYgqj9YMY,4SEmAbg6cy4387hat8ZPDi,1,162640,False,https://api.spotify.com/v1/tracks/79bsekRL0Lz6OUYgqj9YMY,False,440,,5,Track,spotify:track:79bsekRL0Lz6OUYgqj9YMY
4SMTDSc66rwhQLJ2a8gP7v,4SEmAbg6cy4387hat8ZPDi,1,184666,False,https://api.spotify.com/v1/tracks/4SMTDSc66rwhQLJ2a8gP7v,False,Blut,,6,Track,spotify:track:4SMTDSc66rwhQLJ2a8gP7v
0d4cH1xlpoa9tayC1xxj5i,4SEmAbg6cy4387hat8ZPDi,1,199946,False,https://api.spotify.com/v1/tracks/0d4cH1xlpoa9tayC1xxj5i,False,Claque-merde,,7,Track,spotify:track:0d4cH1xlpoa9tayC1xxj5i
1NkoxH89HdLBOxcGmrofVo,4SEmAbg6cy4387hat8ZPDi,1,81320,False,https://api.spotify.com/v1/tracks/1NkoxH89HdLBOxcGmrofVo,False,Pain sec,,8,Track,spotify:track:1NkoxH89HdLBOxcGmrofVo
62iNpkcCZzJgvcs8RyoLHi,4SEmAbg6cy4387hat8ZPDi,1,261826,False,https://api.spotify.com/v1/tracks/62iNpkcCZzJgvcs8RyoLHi,False,Mein Herz schlägt nur für dich,,9,Track,spotify:track:62iNpkcCZzJgvcs8RyoLHi
6w02VP3szfllcGhD00Ib7k,4SEmAbg6cy4387hat8ZPDi,1,133013,False,https://api.spotify.com/v1/tracks/6w02VP3szfllcGhD00Ib7k,False,Steinsuppe,,10,Track,spotify:track:6w02VP3szfllcGhD00Ib7k
0BtKtTn6VfMRGbWSD6Hs4A,4SEmAbg6cy4387hat8ZPDi,1,162240,False,https://api.spotify.com/v1/tracks/0BtKtTn6VfMRGbWSD6Hs4A,False,Telefongeschwindigkeit,,11,Track,spotify:track:0BtKtTn6VfMRGbWSD6Hs4A
5w6DLha8zVWAK5NseHFaDd,4SEmAbg6cy4387hat8ZPDi,1,280746,False,https://api.spotify.com/v1/tracks/5w6DLha8zVWAK5NseHFaDd,False,Abschiedsspiel,,12,Track,spotify:track:5w6DLha8zVWAK5NseHFaDd
0CXmlawVUPghxpQA9OlURy,4SEmAbg6cy4387hat8ZPDi,1,300440,False,https://api.spotify.com/v1/tracks/0CXmlawVUPghxpQA9OlURy,False,Rebonjour l'électronique,,13,Track,spotify:track:0CXmlawVUPghxpQA9OlURy
1QsYjjty8ACJMUrajWvei6,4QbZmCyDOE2Ztyb13tVxre,1,385846,False,https://api.spotify.com/v1/tracks/1QsYjjty8ACJMUrajWvei6,False,8 Sides,,1,Track,spotify:track:1QsYjjty8ACJMUrajWvei6
3eKk9JI6HDy3x4OTF1ufOs,4QbZmCyDOE2Ztyb13tVxre,1,374769,False,https://api.spotify.com/v1/tracks/3eKk9JI6HDy3x4OTF1ufOs,False,Friday,,2,Track,spotify:track:3eKk9JI6HDy3x4OTF1ufOs
3373aEvOD73oWq59uKL7EU,4QbZmCyDOE2Ztyb13tVxre,1,372923,False,https://api.spotify.com/v1/tracks/3373aEvOD73oWq59uKL7EU,False,Kumnyama,,3,Track,spotify:track:3373aEvOD73oWq59uKL7EU
63NP3pEu5N4gNVXG6KIb6y,4QbZmCyDOE2Ztyb13tVxre,1,385846,False,https://api.spotify.com/v1/tracks/63NP3pEu5N4gNVXG6KIb6y,False,Kunzima,,4,Track,spotify:track:63NP3pEu5N4gNVXG6KIb6y
0RPS1wAxZc1Fj4MRqxdnYJ,4QbZmCyDOE2Ztyb13tVxre,1,387692,False,https://api.spotify.com/v1/tracks/0RPS1wAxZc1Fj4MRqxdnYJ,False,Ndaba Zabantu,,5,Track,spotify:track:0RPS1wAxZc1Fj4MRqxdnYJ
0iKdiyMswncUZ6xP3S8j5r,2vtkUKGZcL3ZEZlLZBSjJQ,1,187977,True,https://api.spotify.com/v1/tracks/0iKdiyMswncUZ6xP3S8j5r,False,Ar15,,1,Track,spotify:track:0iKdiyMswncUZ6xP3S8j5r
5RE0Xg5j86NZzm8Ajf1dUI,67ixSheHJ4W8NLFE4bBMGn,1,231524,True,https://api.spotify.com/v1/tracks/5RE0Xg5j86NZzm8Ajf1dUI,False,Doing The Most,,2,Track,spotify:track:5RE0Xg5j86NZzm8Ajf1dUI
5vO0ySKdoeL3u08OLEkGEl,56O39ETAcfzgnkvorX5o6D,1,184615,False,https://api.spotify.com/v1/tracks/5vO0ySKdoeL3u08OLEkGEl,False,We Pray,,1,Track,spotify:track:5vO0ySKdoeL3u08OLEkGEl
